0.2646,0.2646,0.2646,0.2646,0.2646,0.2646,0.2646,0,0.2646,0.2646,0.2646,0.2646,0.2646,0.2646,0.2646,0.2646,0.2646,0,0.2646,0.2646,0,0
0.31703,0.31703,0.31703,0.31703,0.31703,0.31703,0.31703,0,0.31703,0.31703,0.31703,0.31703,0.31703,0.31703,0.31703,0.31703,0.31703,0,0.31703,0.31703,0,0
0.063708,0.063708,0.063708,0.063708,0.063708,0.063708,0.063708,0,0.063708,0.063708,0.063708,0.063708,0.063708,0.063708,0.063708,0.063708,0.063708,0,0.063708,0.063708,0,0
0.041716,0.041716,0.041716,0.041716,0.041716,0.041716,0.041716,0,0.041716,0.041716,0.041716,0.041716,0.041716,0.041716,0.041716,0.041716,0.041716,0,0.041716,0.041716,0,0
0.021885,0.021885,0.021885,0.021885,0.021885,0.021885,0.021885,0,0.021885,0.021885,0.021885,0.021885,0.021885,0.021885,0.021885,0.021885,0.021885,0,0.021885,0.021885,0,0
0.028553,0.028553,0.028553,0.028553,0.028553,0.028553,0.028553,0,0.028553,0.028553,0.028553,0.028553,0.028553,0.028553,0.028553,0.028553,0.028553,0,0.028553,0.028553,0,0
0.021884,0.021884,0.021884,0.021884,0.021884,0.021884,0.021884,0,0.021884,0.021884,0.021884,0.021884,0.021884,0.021884,0.021884,0.021884,0.021884,0,0.021884,0.021884,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.046455,0.046455,0.046455,0.046455,0.046455,0.046455,0.046455,0,0.046455,0.046455,0.046455,0.046455,0.046455,0.046455,0.046455,0.046455,0.046455,0,0.046455,0.046455,0,0
0.013118,0.013118,0.013118,0.013118,0.013118,0.013118,0.013118,0,0.013118,0.013118,0.013118,0.013118,0.013118,0.013118,0.013118,0.013118,0.013118,0,0.013118,0.013118,0,0
0.018412,0.018412,0.018412,0.018412,0.018412,0.018412,0.018412,0,0.018412,0.018412,0.018412,0.018412,0.018412,0.018412,0.018412,0.018412,0.018412,0,0.018412,0.018412,0,0
0.07059,0.07059,0.07059,0.07059,0.07059,0.07059,0.07059,0,0.07059,0.07059,0.07059,0.07059,0.07059,0.07059,0.07059,0.07059,0.07059,0,0.07059,0.07059,0,0
0.026382,0.026382,0.026382,0.026382,0.026382,0.026382,0.026382,0,0.026382,0.026382,0.026382,0.026382,0.026382,0.026382,0.026382,0.026382,0.026382,0,0.026382,0.026382,0,0
0.019668,0.019668,0.019668,0.019668,0.019668,0.019668,0.019668,0,0.019668,0.019668,0.019668,0.019668,0.019668,0.019668,0.019668,0.019668,0.019668,0,0.019668,0.019668,0,0
0.013182,0.013182,0.013182,0.013182,0.013182,0.013182,0.013182,0,0.013182,0.013182,0.013182,0.013182,0.013182,0.013182,0.013182,0.013182,0.013182,0,0.013182,0.013182,0,0
0.0065764,0.0065764,0.0065764,0.0065764,0.0065764,0.0065764,0.0065764,0,0.0065764,0.0065764,0.0065764,0.0065764,0.0065764,0.0065764,0.0065764,0.0065764,0.0065764,0,0.0065764,0.0065764,0,0
0.0043705,0.0043705,0.0043705,0.0043705,0.0043705,0.0043705,0.0043705,0,0.0043705,0.0043705,0.0043705,0.0043705,0.0043705,0.0043705,0.0043705,0.0043705,0.0043705,0,0.0043705,0.0043705,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0065066,0.0065066,0.0065066,0.0065066,0.0065066,0.0065066,0.0065066,0,0.0065066,0.0065066,0.0065066,0.0065066,0.0065066,0.0065066,0.0065066,0.0065066,0.0065066,0,0.0065066,0.0065066,0,0
0.015361,0.015361,0.015361,0.015361,0.015361,0.015361,0.015361,0,0.015361,0.015361,0.015361,0.015361,0.015361,0.015361,0.015361,0.015361,0.015361,0,0.015361,0.015361,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
