0,0.18182,0.052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.33333,0.090909,0.15789,0.088235,0.076923,0,0.016129,0,0,0,0,0,0,0,0,0,0,0
0.33333,0.36364,0.052632,0.23529,0.038462,0.032258,0.032258,0,0,0,0,0,0,0,0,0,0,0
0,0.090909,0.31579,0.17647,0.23077,0.1129,0.1129,0.011111,0,0,0,0,0,0,0,0,0,0
0,0.090909,0.10526,0.14706,0.19231,0.064516,0.096774,0.033333,0,0,0,0,0,0,0,0,0,0
0.33333,0.090909,0.15789,0.23529,0.15385,0.29032,0.19355,0.1,0.063492,0.04878,0,0,0,0,0,0,0,0
0,0.090909,0.052632,0.029412,0.15385,0.24194,0.17742,0.21111,0.079365,0.02439,0.1,0.1,0,0,0,0,0,0
0,0,0.10526,0.058824,0.15385,0.1129,0.25806,0.32222,0.31746,0.19512,0.1,0,0,0,0,0,0,0
0,0,0,0.029412,0,0.1129,0.048387,0.18889,0.26984,0.26829,0.25,0.1,0,0,0,0.5,0,0
0,0,0,0,0,0.032258,0.032258,0.11111,0.15873,0.29268,0.2,0,0.2,0,0,0,0,0
0,0,0,0,0,0,0.016129,0.011111,0.079365,0.14634,0.2,0.2,0.4,0,0,0,0,0
0,0,0,0,0,0,0.016129,0.011111,0.031746,0.02439,0.1,0.3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.05,0.3,0.2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.75,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
